Canonical Path,Title,Author,Version,Date,Doc ID
libpolycall-v1/docs/dop-architecture/mathematical_framework_for_zero_overhead_data_marshalling.pdf,Mathematical Framework For Zero Overhead Data Marshalling,OBIAI Working Group,v1.0,2026-02-26,DOC-MATHEMATICALFRAMEWORKFOR
libpolycall-v1/docs/images/blrdrjiu4bxhaqreeqrg1_sxgjt80oiknrh84ofuzj8m0ith4xsql4agythcswvo1vqqbts0l5iup8uavyqniu8srcqt7ss_pgpdakdfyab62he1fcsy8ugio4wyyqj9ncgzoqm2hsc1_rggclsgd9k95.pdf,Blrdrjiu4bxhaqreeqrg1 Sxgjt80oiknrh84ofuzj8m0ith4xsql4agythcswvo1vqqbts0l5iup8uavyqniu8srcqt7ss Pgpdakdfyab62he1fcsy8ugio4wyyqj9ncgzoqm2hsc1 Rggclsgd9k95,OBIAI Working Group,v1.0,2026-02-26,DOC-BLRDRJIU4BXHAQREEQRG1SXG
libpolycall-v1/docs/legal/obinexus_constitutional_ecosystem_readme.pdf,OBINexus Constitutional Ecosystem Readme,OBIAI Working Group,v1.0,2026-02-26,DOC-OBINEXUSCONSTITUTIONALEC
libpolycall-v1/docs/legal/references/dark_psychology_mitigation_and_disability_rights_enforcement_specification.pdf,Dark Psychology Mitigation And Disability Rights Enforcement Specification,OBIAI Working Group,v1.0,2026-02-26,DOC-DARKPSYCHOLOGYMITIGATION
libpolycall-v1/docs/legal/references/obiaxis_division_charter_epistemological_alignment_authority.pdf,Obiaxis Division Charter Epistemological Alignment Authority,OBIAI Working Group,v1.0,2026-02-26,DOC-OBIAXISDIVISIONCHARTEREP
libpolycall-v1/docs/legal/references/obinexus_constitutional_clause_department_to_division_transition_protocol.pdf,OBINexus Constitutional Clause Department To Division Transition Protocol,OBIAI Working Group,v1.0,2026-02-26,DOC-OBINEXUSCONSTITUTIONALCL
libpolycall-v1/docs/legal/references/obinexus_constitutional_legal_framework.pdf,OBINexus Constitutional Legal Framework,OBIAI Working Group,v1.0,2026-02-26,DOC-OBINEXUSCONSTITUTIONALLE
libpolycall-v1/docs/legal/references/obinexus_constitutional_legal_framework_machine_verifiable_governance_code.pdf,OBINexus Constitutional Legal Framework Machine Verifiable Governance Code,OBIAI Working Group,v1.0,2026-02-26,DOC-OBINEXUSCONSTITUTIONALLE
libpolycall-v1/docs/legal/references/obinexus_ui_ux_infrastructure_specification.pdf,OBINexus Ui Ux Infrastructure Specification,OBIAI Working Group,v1.0,2026-02-26,DOC-OBINEXUSUIUXINFRASTRUCTU
libpolycall-v1/docs/legal/references/right_to_act_human_rights_clause_constitutional_implementation.pdf,Right To Act Human Rights Clause Constitutional Implementation,OBIAI Working Group,v1.0,2026-02-26,DOC-RIGHTTOACTHUMANRIGHTSCLA
libpolycall-v1/docs/legal/references/the_truth_project.pdf,The Truth Project,OBIAI Working Group,v1.0,2026-02-26,DOC-THETRUTHPROJECT
libpolycall-v1/docs/legal/references/universal_pension_allocation_for_human_rights_enforcement_obinexus_constitutional_clause.pdf,Universal Pension Allocation For Human Rights Enforcement OBINexus Constitutional Clause,OBIAI Working Group,v1.0,2026-02-26,DOC-UNIVERSALPENSIONALLOCATI
libpolycall-v1/docs/non-editable/obinexus_phenomenologic_data_specification.pdf,OBINexus Phenomenologic Data Specification,OBIAI Working Group,v1.0,2026-02-26,DOC-OBINEXUSPHENOMENOLOGICDA
libpolycall-v1/docs/non-editable/readme.pdf,Readme,OBIAI Working Group,v1.0,2026-02-26,DOC-README
libpolycall-v1/docs/usage/zlvtrjis5bxnkt3uhhc3tjkb3tgwan0hrfr1_k6iri3qoq0bmcp2anf99v6m0nkatm_tuwa_osuxakfslqhkwtzdvfnq_w_rblso5iele5mcverbycgw8deqtvhqrr98bl2qv9rdyly7elbkgim5c.pdf,Zlvtrjis5bxnkt3uhhc3tjkb3tgwan0hrfr1 K6iri3qoq0bmcp2anf99v6m0nkatm Tuwa Osuxakfslqhkwtzdvfnq W Rblso5iele5mcverbycgw8deqtvhqrr98bl2qv9rdyly7elbkgim5c,OBIAI Working Group,v1.0,2026-02-26,DOC-ZLVTRJIS5BXNKT3UHHC3TJKB
nsigii_lte_codec/1-NSIGII_Codec/markdown/code_review_trident_theory_and_go_code_review_trident_theory_and_go.pdf,Code Review Trident Theory And Go Code Review Trident Theory And Go,OBIAI Working Group,v1.0,2026-02-26,DOC-CODEREVIEWTRIDENTTHEORYA
nsigii_lte_codec/4-NSIGII_Eze_RelayServer_in_C/docs/NSIGII_HumanRights_HetroHomo_TridentPollRulling_VideoCodec_17FEB2026/nsigii_polygatic_video_codec_usage.pdf,NSIGII Polygatic Video Codec Usage,OBIAI Working Group,v1.0,2026-02-26,DOC-NSIGIIPOLYGATICVIDEOCODE
nsigii_lte_codec/6-NSIGII_Not_A_Toy/dimensional_game_theory.pdf,Dimensional Game Theory,OBIAI Working Group,v1.0,2026-02-26,DOC-DIMENSIONALGAMETHEORY
nsigii_lte_codec/6-NSIGII_Not_A_Toy/obinexus_formal_blueprint_of_creation_and_life.pdf,OBINexus Formal Blueprint Of Creation And Life,OBIAI Working Group,v1.0,2026-02-26,DOC-OBINEXUSFORMALBLUEPRINTO
nsigii_lte_codec/6-NSIGII_Not_A_Toy/readme.pdf,Readme,OBIAI Working Group,v1.0,2026-02-26,DOC-README
nsigii_lte_codec/6-NSIGII_Not_A_Toy/TRANSCRIPT/BCI/NeuroDivergent PLP for Hologrpahci Tech/eurodivergent_phenomenological_lensing_principle_through_a_7x7_opensensory_matrix_for_ontological_invariant_kinematic_rhetorical_reasoning_rationale_f.pdf,Eurodivergent Phenomenological Lensing Principle Through A 7x7 Opensensory Matrix For Ontological Invariant Kinematic Rhetorical Reasoning Rationale F,OBIAI Working Group,v1.0,2026-02-26,DOC-EURODIVERGENTPHENOMENOLO
nsigii_lte_codec/6-NSIGII_Not_A_Toy/TRANSCRIPT/Bidirecional Learning/OBINexus Constutional Updates Pandora Box Healing Begin NOW/obinexus_constutional_updates_pandora_box_healing_begin_now.pdf,OBINexus Constutional Updates Pandora Box Healing Begin Now,OBIAI Working Group,v1.0,2026-02-26,DOC-OBINEXUSCONSTUTIONALUPDA
nsigii_lte_codec/6-NSIGII_Not_A_Toy/TRANSCRIPT/GossipLang/Gossip Programing16 NOV 2025 AD by Nnamdi Michael Okpala/gossip_programing16_nov_2025_ad_by_nnamdi_michael_okpala.pdf,Gossip Programing16 Nov 2025 Ad By Nnamdi Michael Okpala,OBIAI Working Group,v1.0,2026-02-26,DOC-GOSSIPPROGRAMING16NOV202
nsigii_lte_codec/6-NSIGII_Not_A_Toy/TRANSCRIPT/GossipLang/Ontological Baysian Quatum Superpositve State Isotolpic/ontological_baysian_quatum_superpositve_state_isotolpic.pdf,Ontological Baysian Quatum Superpositve State Isotolpic,OBIAI Working Group,v1.0,2026-02-26,DOC-ONTOLOGICALBAYSIANQUATUM
nsigii_lte_codec/6-NSIGII_Not_A_Toy/TRANSCRIPT/dimensional-game-theory/dimensional_game_theory_by_nnamdin.pdf,Dimensional Game Theory By Nnamdin,OBIAI Working Group,v1.0,2026-02-26,DOC-DIMENSIONALGAMETHEORYBYN
